,Testing Data,Predicted Labels
2618, برشلونه يذل روما بسداسيه في احتفاليه عوده البرغوث برشلونه_روما ميسي سواريز برشلونه ,1
2619, مخرج المباراه تفرغ لاعاده لقطات التعاون وتجاهل الهلال من هو المخرج باي عقليه تدار هذه القناه الهلال_التعاون,0
2620,كلولولوولولولوولولولولولولوولويشششش حظ القصيم قاممم تعليق_الدراسه_في_القصيم,2
2621, انا اول مره اتوقع ويطلع صح بالله عليكم ربحوني معجزه كرويه اني اتوقع صح,1
2622, لماذا_يا_خوله_العنزي ضيم وثقاله دم على غير سنع مالت عليها وعلى شعرها الاصفر ,0
2623, معبر اسراايل مفتوح 24 ساعه في اليوم ومعبرغزه بيتفتح 24 ساعه كل سنه حكومه وسخه وعسكر صهاينه بيحكمونا يناير معادنا ح ,0
2624,خيال ياعمري خيال برشلونه_روما ,1
2625, عاجل صعده غارات مكثفه لمقاتلات التحالف تستهدف ملاجئ للحوثيين في جبل الشرفه بمنطقه مران اليمن,2
2626, فرنسا تتقدم بمشروع قرار اممي لمكافحه داعش الارهاب ,2
2627, محمد_بن_نايف هلاك_قطو_القطو ايران كانت ناويه تجعل نمر النمر نسخه حسن نصر الله والحوثي بالخليج لكن خابت مساعيهم اسد_السنه_سلمان,0
2628, حسبي الله على انترنت_السعوديه_ضعيف,0
2629, في الثامنه والنصف مساا الهلال الاحمر يستنفر 6 فرق اسعاف استعدادا لنهائي الكاس ,2
2630, اخر خبر احد قتلى عمليه ضاحيه سان دوني سيده فجرت نفسها بحزام ناسف هجمات_باريس شهيده ليزبيان ستنكح ا ,2
2631, الميزانيه_السعوديه يجب المظر بجديه في تنويع مصادر الدخل ومكافحه الفساد,0
2632,خسر الاتهاد ويرجعون لوضعهم lt لاعبينا صغار gt والوضع انبطاح بينهم النصر_الاتحاد,0
2633,كل زق ياطحالبي ,0
2634,ما يهمني الله يخلي التورنت السماح_بالسينما_في_السعوديه,0
2635, ياحبيبنا جهازي ضاع واخرجت بدل فاقد للشريحه والان قمت بتحميل الواتس ولم ترجع لي القروبات التي كنت فيها ماالحل ,0
2636, النادي اللي يبهر مشجعينه ومشجعينه هايمين بغرامه وقت التحدي كلكم خابرينه زعيم مايرضى بغير الزعامه مبروووووووك الهلال ,1
2637,مدبر هجمات باريس درس في مدرسه نخبه كاثوليكيه ,2
2638, الكبير كبير ي ياسر تنازلت عن تنفيذ ضربه الجزاا للميدا من اجل ان تعيد له الثقه مره اخرى ونعم القائد الهلال_هجر ,1
2639, السماح_بالسينما_في_السعوديه واذكروا نعمه الله عليكم ذكر نعم الله علينا ومانحن به من امن واستقرار وماكل ومشرب خير من ذكر ماينقص من تفاهات,1
2640, رفع_اسعار_البنزين_والكهرباا ينبغي علينا كمواطنين ان نعي الدور الفعلي للمواطنه بالثقه في الله ثم في قيادتنا وما يتم من تدابير اقتصاديه,1
2641, حصار_غزه_جريمه_اباده من الارهابيين وعديمي الدين والاخلاق والانسانيه وين ربع كامب ديفد ,2
2642, من هو عبدالحميد_اباعود المشتبه به الرئيسي العقل_المدبر في هجمات_باريس باريس فرنسا ,2
2643, انترنت_السعوديه_ضعيف بقوا ,0
2644, انتبه لا يطق فيك عرق هد نفسك ترى الهلال ما فاز تعادل ليش كل هالصياح وبعدين ترى الحكم هو من نحر الهلال اليوم باخطاا فادحه,0
2645,بعهد الملك سلمان ان شاا الله كلنا نصير وزراا اوامر_ملكيه,2
2646, للاسف اني اشتريت مودم من عندهم لكن اليوم سارمي المودم وجميع شرايح STC لن اتعامل معهم معا_لمقاطعه_الاتصالات_السعوديه انترنت ,0
2647, في كفه مكر العدو وجنده والعرب طرا مكرهم في كفه والكفتان اذا جمعتهما معا ما ساوتا بالمكر مكر الضفه ظافرالقرني حصار_ ,0
2648, الميزانيه_السعوديه _2016 عندما كانت الايرادات عاليه قالوا ستنعكس على رفاهيه المواطن اليوم يشرحون ان رفع الاسعار من مصلحه المواطن ,0
2649, فرحانين بمباراه وحده ماطلعت الا بعد الغصه ومع متذيل الدوري الهلال المباراه له بس التحكيم والفرص الضائعه,0
2650, السماح_بالسينما_في_السعوديه والمزيد من الاختلاط والاختلاف في امور نحن في غنى عنها ,2
2651, الله يهنيگ ب الاف وحنا الله يعينا ع الدوام وجع الراس تعليق_الدراسه_في_القصيم,0
2652, لماذا_يا_خوله_العنزي التعري والتبرج دليل غضب الله لايفتننكم الشيطان كما اخرج ابويكم من الجنه ينزع عنهما لباسهما ليريهم ,0
2653,الوطن حاليا لا يحتاج سينما الوطن يحتاج مواطنين يقفون معه السماح_بالسينما_في_السعوديه,2
2654, البطوله 57 حصدها هلالنا بتاريخ 19 فبراير فخااااامه تاسيس 1957 الهلال_الاهلي ,1
2655, وعليكم السلام الرجاا زياره الرابط ادناه شكرا محمد ,2
2656, مابه فرق بين جدهوالقصيم مثل ماقالوسعيداخو مبارك تكشف الامطارعن وضع اليم يامشاريع المدن واضح دمارك جده_تغرق بريده_تغرق ,0
2657,ابداع وامتاع ياناصر رغم التعادل اراها من امتع مباريات الهلال هجوميا الهلال_الفتح,1
2658, برشلونه_روما سواريز هداف دوري الابطال حاليا المقلب نيمار هداف الدوري الاسباني المنفوخ Visca barca ,1
2659, عموما شكرا له ماقصر وبيض الله وجهه وبالتوفيق اوامر_ملكيه اعفاا_عزام_الدخيل,1
2660, عدد الحضور الجماهيري لمباراه الهلال_التعاون 11011 الف مشجع,2
2661, رفع_اسعار_البنزين_والكهرباا الحمد لله الذي جعل نصيبنا من الابتلاا هللات يتجاوزها من يحسن ترشيد استهلاكه ,1
2662, تعليق_الدراسه_في_الرياض علقتو ماعلقتو الشعب غايب غايب,2
2663, انترنت_السعوديه_ضعيف ابطا شركه اتصالات من وجهت نظرك ,0
2664, لو لم يكن اجمل الالوان ازرقها ما اختاره الله لونا للسماوات حسن المرواني الهلال,1
2665, ما هو مصدر اموال تنظيم داعش وكيف تخرج من سوريا قرااه في الصحف الفرنسيه ,0
2666, القبض_على_خليه_تنظيم_داعش_بالكويت مازال المستنقع الارهابي يمد جذور الارهاب ولا حل الا بردمه والقضاا عليه ,0
2667, احصائيات لويس سواريز في لقاا برشلونه_روما حصل على افضل لاعب في المباراه ,2
2668, وطي بلا رحمه برشلونه_روما,2
2669, كلام سليم وبالصميم لكل عاقل وواعي ودام عزك ياوطن رفع_اسعار_البنزين_والكهرباا ,1
2670, هارون يحيى يكتب اليمن البلد الذي لا يراه ولا يسمعه احد مقالات_الراي ,2
2671, الهلال_هجر الف مبروك للزعماا والقادم افضل بحول الله,1
2672, النصر_الاتحاد بالتوفيق للفريقين نتمنى ان نرى كره قدم جميله النصر_الاتحاد,1
2673, برشلونه_روما جماهير بعض الانديه الايطاليه العرب الي يقولي انتم عار على ايطاليا وش فيك يا مولليد ميلانو بعدين شوف انا الع ,0
2674, تشير تقرير الارصاد الجويه انه لا يوجد ما يستدعي تعليق_الدراسه ليوم غدا الثلاثاا في الاحساا ومصادرنا تؤكد انه لا نيه لل ,2
2675,من الظهر ننتظر واخر شي رفعو الاسعار زين ارفعو الرواتب عطونا راتبين اي شي بس لايروح انتظارنا ع الفاضي الميزانيه_السعوديه,0
2676, الاهلي لعب 51 مباراه في الدوري من غير هزيمه و لكنه على النهائي هزم من الهلال لذلك نقول 51 مبارك للهلال و القادم اجمل للا ,1
2677, تقارير_الولايات ليوم الاثنين 16 ربيع الاول 1437 ه رفع_اسعار_البنزين_والكهرباا ,2
2678, السماح_بالسينما_في_السعوديه الممنوع مرغوب لو موجود ماكانوا اهتموا ولا اعملوا هاشتاق_احنا عنا شارع السينما بس ما بعرف ذا فيه سينما او لا ,0
2679,من يجد cv لوزير التعليم الجديد ارجو ان يمنشني بها اوامر_ملكيه اوامر_ملكيه,2
2680, رفع_اسعار_البنزين_والكهرباا بسبب الحرب مع اليمن وهذا هو الدليل ع الهزيمه والقادم اعظم مع طموحات تتحطم القطيف الرياض ال ,0
2681, الامم المتحده الصحه والتعليم علي وشك الانهيار في اليمن ,2
2682, الهلال_الفتح فيه مشجعين تحس انهم دخلاا على الهلال مافيه لاعب مايسبونه وقذف وكلام بذيئ وقله ادب الله يعافيهم ولا يبلانا وبالتوفيق ,0
2683,مبروكك الفوز وضمان التاهل والصداره للبرشا الافضل ميسي على الاطلاق الاسوا نيمار برشلونه_روما,1
2684,الدوله تاجر اراضي صناعيه مطوره ب المتر_بريال وهذا يعطي لمحه عن ماهيه اسعار الاراضي السكنيه قريبا بسبب رسوم_الاراضي_البيضاا ,2
2685, رفع_اسعار_البنزين_والكهرباا حسبنا الله و نعم الوكيل في كل من تسبب بهذا الغلاا على الشعب المسكين,0
2686, الاهلي_الرايد تروح للملعب وتفوز والاهلي يتصدر وتقابل بدر واصل هذي نعمه من الله من اعز الاشخاص على قلبي ,1
2687, الف مبروك للزعيم الملكي وهاردلك للتعاون قدم مباراه كبيره ع فكره عسى الشرخ اللي بالملعب زبطووه الحمدلله سلم الله الجمهو ,1
2688, الميزانيه_السعوديه يا اهل لو ماقدرالله علينا في هذا البلد الامن بفضله الا قصور في ارزاقنا فنحن بنعمه تامه على اللي نشوفه صاير حولينا,1
2689, الاهلي_الرايد الرائد يسيطر على الشوط الاول ونسبه الاستحواذ تاتي لمصلحه الاهلي بصراحه بدات اشك في هذه الاحصائيات ,2
2690,اذا فاز الاهلي يتصدر حتى لو تعادل الهلال,2
2691,مبرووك عليكم عقبال الجامعات تعليق_الدراسه_في_القصيم,1
2692,عزام جحفل القصمان وش هالتعليق المتاخر تعليق_الدراسه_في_القصيم المهم الجامعه وش وضعهم تجحفلوا والا اضبط المنبه اصحي اخواني جحفلوهم,2
2693, اذكريني كل مافاز الهلال الهلال_هجر,1
2694,شكرا ي خنفوش اثبتت لنا انك افضل حكم فالسعوديه الهلال_التعاون,1
2695, تعليق_الدراسه_في_القصيم فديت ديرتي ,1
2696, الجزيره_تهاجم_السعوديه المفروض حذف_قناه_الجزيره_من_الريسيفر اللي شغلتها فتنه وتثور روساا الدول على بعض مو حذف_قناه_العربيه_من_الريسيفر,0
2697, الى رجال المواقف جمهور الاهلي فقط وليس المحسوبين عليه لمصلحه او حلطمه الخ فلناخذعهدا لدعم الاهلي للنهايه1 الاهلي_الرائ ,2
2698, برشلونه شدو حيلكم باقيلكم هدف وتعادلو رقم مانشستر_يونايتد و بايرن_ميونيخ برشلونه_روما,2
2699, الهلال_الاهلي حسبي الله ونعم الوكيل على اشباهه الاعبين واحد يشكشك قبل المباره ويلعب اساسي تفكير غبي,0
2700,دونيس في كل مباراه يستطيع انهائها من الشوط الاول لكن بمكابرته يحرج الهلال الزلزال ناصر ضحيه عناد المدرب وما ننسى المرداسي القذر,0
2701, السماح_بالسينما_في_السعوديه بدايتها سينما افلام كرتون وغير مختلطه بعدين افلام عادي بعدين مختلصه وبعدين ليش تطلبوا اشياا ما منها فائده ,0
2702, الاهلي_الرايد 3 نقاط مهمه جدا يا اداره الاهلي الفريق ناقصه التون,2
2703, قاسم_يهاجم_الملك_عبدالله قريت المقال كامل ولم اجد فيه مايمس الملك عبدالله ب كلمه ولكن بعض اعلاميين ومثقفين الفلس انهبلوا ,0
2704,الهلال فريق هجومي منذ الازل ما ادري من متى نلعب ب ثلاث سناتر ,2
2705,شعب مدلع ممرقع مايبي الهوى الطايريمسه لعنبوبليسكم ياللي ماتنتخون كل ذاالصجه عشان هالقرشين اجل لوعشتوابامريكا رفع_اسعار_البنزين_والكهرباا,0
2706, لماذا_يا_خوله_العنزي اذا اردتم ان تعرفوا مصدر التطرف والانتكاس فهي من روتانا وكل قنوات الفحش ومن يناصرهم لانهم يتعمدون قهر المسلمين,0
2707,قالها خالد شراحيلي اذا دخلنا الملعب لاتورونا الذهب الهلال,2
2708, ظلم تحكيمي واضح هكذا ينحر الابداع الاهلي_الرايد,0
2709,يارب تقلب النتيجه ويفوز الهلال يارب ياكريم,1
2710,الشرطه الايطاليه توقف البحث عن مشتبه بضلوعه في هجمات باريس,2
2711, دار الافتاا العراقي قرار اعدام الشيخ النمر قرار حكام لا شعوب العراق ,0
2712, هام الاسبوع القادم بشان تعليق_الدراسه وارد جدا في القصيم و حفرالباطن و حائل ,2
2713, لماذا لم يتم تعليق_الدراسه في الزلفي رغم ان التحذيرات من الضباب كانت موجوده البارحه تعليق_الدراسه ,2
2714,من صانع اللعب بالهلال الهلال_الاهلي,2
2715, قاسم_يهاجم_الملك_عبدالله الحكم بالسعوديه هو تكلمت مسيره البناا والعطاا التي اطلقها مؤسس الدوله الملك عبدالعزيز رحمه الله رحم الله ملوكنا,1
2716, دماا الامام الحسين اطاحت ملك بني اميه وهدمته ودماا الشيخ النمر ستهدم ملك ال سعود وتهدمه انتصار الدم على السيف,0
2717, برشلونه_روما روما يلعب بخطه قول المغرب ب 10,2
2718,الهلال لعب باعصابي والله احس بنجلط,0
2719, اشهد بالله انك مطنووووخ يالقرني الاهلي_الرايد القافله تسير والكلاب تنبح ,0
2720, السماح_بالسينما_في_السعوديه بلد ما بها سينما ليييييش ,2
2721, الهلال_الاهلي حنا خذينا الكاس من كف نايف وكفوف من خلف نبي نشيل كاسه منيف_بن_صوينع الخمشي ,2
2722,اف اف اف ليش مامداه حط رجله اوامر_ملكيه ,2
2723, من بعد جده والرياض اصبح الدور على بريده_تغرق اين مليارات النفط تتبخر مع الاهواا ,0
2724,لا مجال للمدرب دونيس باعطاا الميدا فرصه بشكل اساسي ومثبت في الخطه حماس الشمراني وفعاليته وانتاجيته تخوله بان يكون اساسيا الهلال,2
2725, اللهم تقبله مع الصديقين والشهداا واغفر له انك انت الغفور الرحيم الله يرحمه ويصبر اهله وينصر الحشد الشعبي,1
2726, الهلال اهدافه تبدا بسلمان ثم درويش وبعده الزوري ويسجل الميدا ويجحفلهم جحفلي مبروووكك للهلال وعشاقه الهلال_هجر 1 5,1
2727, تعليق_الدراسه_في_القصيم اتوقع التعليق القادم للدراسه الى الترم الثاني ما صارت ,2
2728, عندي شريحه شحنتها لانه انتهت مدتها ولا رجعتوا لها الخدمه يعني مشحونهرعالفاضي ومركز الخدمات 900 مايرد والحل يا اتصالات ,2
2729,زوجه احد منفذي هجمات باريس كان مدمن للمخدرات ولم يذهب للمسجد ابدا ,2
2730,اليوم هو يومك الاسود ايها المواطن السعودي الميزانيه_السعوديه دعم_الكهرباا دعم_الوقود الخطوط_ترفع_اسعار_التذاكر_الداخليه,2
2731,اذا صمتت اداره الهلال عن مهازل المرداسي اليوم فبالتاكيد توقعوا الامر والاسوا منهم في المباريات القادمه,0
2732, جماهير الانديه بعد تتويج الهلال بالبطوله 57 ,1
2733,مباراه يتحملها مدرب الهلال وخطاين من الحكم ورجل الخط دونيس بيضيعهم اذا ما حسبوه هذي تغريده سابقه لي الهلال_الفتح ,0
2734, رسوم_الاراضي_البيضاا يافرحه ماتمت وزير الاسكان يقول الرسوم على المساحات الكبيره ,2
2735,الحمدلله الميزانيه الحقيقيه هي الامن والامان الذي نعيش فيه اعزك الله يوطني رفع_اسعار_البنزين_والكهرباا الميزانيه_السعوديه,1
2736, نجوم المباراه نواف العابد و محمد العويس و كواك تاي هي والجمهور الي في المدرجات صلوا على النبي اهم شي الهلال_الشباب,1
2737, انترنت_السعوديه_ضعيف جدا ضعيف ولا تقدر تحمل اي شي والفواتير عاليه,0
2738, اوامر_ملكيه عزام الدخيل اخيرا الله يستر عليك ماستفدنا منك غير الاجازه ,0
2739, رساله مدير ادراه التعليم في الرياض لمديري ومديرات المكاتب للاستئناف او تعليق_الدراسه في المدارس غدا ,2
2740, الهلال_التعاون رجعوالوضعهم الطبيعي ورجعوا يرددون اسطوانه الهلال فريق التحكيم على الاقل مالعبنا كره يد ولامهاجمنا قال عن نفسه انابلنتاوي ,0
2741,وحنا مدعي علينا حتى المطر مايجينا تعليق_الدراسه_في_القصيم,2
2742, النصر_الاتحاد نعنبوه ياالحظ الاهداف ما بغت تجي بس الحمد لله والشكر,1
2743, قاسم_يهاجم_الملك_عبدالله لانه شخص سافل ووقح رحم الله ملك الانسانيه الملك عبدالله وجعل الله قبره روضه من رياض الجنه يارب ,0
2744, الاهلي_الرايد مبدع يالاهلي ياليت تواصل التقدم,1
2745, قاسم_يهاجم_الملك_عبدالله الليبروجاميه زعلانيين عليك يالمزيون ,0
2746,هدف الثاني تسلل يشق الوجه فاول هدف التون مصخره لك الله يا هلال بس كم الواحد يدفع عشان الحكم يصير كذا مصخره على الهلال التفكير بهالموضوع,0
2747, الاهلي_الرايد هذي مده صداره الهلال ثم جاه ,2
2748, لماذا_يا_خوله_العنزي جميييله اقوى شيا ,1
2749, لحج مواجهات عنيفه بين افراد المقاومه ومليشيات الحوثي والمخلوع بالقرب من مدينه الراهده ,2
2750, حسب الصحافه التركيه الملك سلمان بن عبدالعزيز الله يطول في عمره ستكون رحلته الى تركيا لمده 18 يوم ,2
2751, رفع_اسعار_البنزين_والكهرباا احسن عشان السيارات تخف من الشوارع,1
2752, تعليق_الدراسه_في_القصيم والعبب وزين عزام بينهم,1
2753, الوحشش شراحيلي نجم المباراه بلا منازع استمرر ي بطل الهلال_التعاون ,1
2754, جمهوريه_الاعدام_الصفويه تحتج وتنتفض على اعدام مواطن سعودي وهو نمر النمر المحرض على الفتنه والقتل من عجائب الدنيا ,0
2755, الهلال ل للاهلي انا الزعيييييييم ,1
2756,رغم انف اتحاد عيد الهلال بالصداره ,1
2757,برشلونه يجبرك تستمتع وتروق غصب برشلونه_روما,1
2758, بغا ينهزم الهلال ويخرب جوووووي الليله ,1
2759, رفع_اسعار_البنزين_والكهرباا اللحينا البنزين والكهربا وش احسن مننا فيه حتى احنا نطالب برفع مهورنا والله ظلم ما يصير كذه ,0
2760, تاكيد اصابه سيرجي_روبيرتو برشلونه_روما برشلونه ,2
2761, الهلال_الاهلي الكلام للعقلاا الهلال بخير ومتصدرين الدوري الى الان هزيمه مباره ماهي اخر الدنيا مشاكل بسيطه وجب حله قبل ,1
2762, الهلال_الشباب الاتحاد_الخليج الهلال يسير بثقه نحو تحقيق الدوري ولانه الاجدر اظنه سيحققه مبارك الف للهلال والهلا ,1
2763, وين الطواقي وينهم داعسك داعسك يا سنفور النصر_الاتحاد الهلال_هجر الاهلي_الرايد ,0
2764, شركه كبيره مثلكم كيف يطلع منها هذا الشي حسبي الله ونعم الوكيل,0
2765, نعدها بطوله وراا بطوله وكاس وراا كاس والمجدباقي دام العشق موجود اللون الارزق دائما برفع الراس الموج طاغي من دخل فيه م ,1
2766,اجمل شي بالفوز الليله هي عودتك يا بطل النصر_الاتحاد العالمي يعووووووود ,1
2767, قول هاردلك بعيد عن التعصب شف هدف الفتح الثاني تسلل واضح عموما ك العاده الهلال لا يستسلم لا لحكم ولالمحمد بن نواف ,0
2768,الهلال مكتمل ولله الحمد الدور علينا نحن الملوك نريد جمهور استثنائي جمهور واعي جمهور يدعم في الهزيمه قبل الفوز جمهور الموج الازرق الهلال_هجر,1
2769, اللهم كما حرم المرداسي الهلال اليوم من الفوز متعمد احرمه عائلته والعافيه واجعله يارب يعيش في قهر ويتمنى الموت عاجل غير اجل يارب,0
2770,اتاني بعض اصحاب الدخل المحدود يطلبون مني الحديث عن رسوم_الاراضي_البيضاا,2
2771, نحن قوم القتل لنا عاده وكرامتنه من الله الشهاده لبيك يامهدي ابن الحشد الشعبي ,1
2772,اقتصاديات رسوم_الاراضي_البيضاا الاسكان عبدالحميد_العمري الاسكان_مشكله_فكر وزاره_الاسكان تجار_التراب,2
2773, قرار رسوم_الاراضي_البيضاا يؤكد ان مجلس الاقتصاد والتنميه يعمل جاهدا لكل مافيه مصلحه للمواطن شكرا_محمد_بن_سلمان ,1
2774, حين حصرت قريش رسول الله ص ومن معه في شعب ابي طالب دخل معهم بني هاشم مسلمهم وكافرهم حصار_غزه_جريمه_اباده ,0
2775, انترنت_السعوديه_ضعيف على ا قل حللوا ذا الفلوس اللي تاخذونها موب غلا وسوا خدمه ياوجه استح ,0
2776, نشط تعليق_الدراسه انا_ضد تعليق_الدراسه_في_القصيم,2
2777, عزيزي الرياضي ما تشاهده من كوارث تحكيميه في رياضه القدم هو مشروع خصخصه البطولات المحليه للهلال اقاله_عبدالله_بن_مساعد ,0
2778, فريق الطحالب يدعمه التحكيم بضربات جزاا خياليه وفريقنا يسلب حقه جهارا نهارا حسبي الله عليك يالمرداسي الهلال_الفتخ ال ,0
2779, ترتيب دوري عبداللطيف جميل بعد الجوله التاسعه الهلال_الشباب ,2
2780, لماذا_يا_خوله_العنزي ماعتقد انا عنزيه اصيله مغشوشه عيال وايل ماعندهم تفصخ ومسخره اهل ستر ودين,0
2781, اوامر_ملكيه توني ادري ان عندنا مؤسسه عامه للخطوط الحديديه,2
2782, غدا تعليق_الدراسه بفرع الكليه التقنيه بالعيص ,2
2783,تجنيد داعش وينتظرون برااه الاسلام من كل هراا الارهاب ,0
2784,تصوير من ا على لتجمع السيول شهر ا ماكن ب بريده اهمها شارع_الخبيب الدائري الغربي بريده_بدون_تصريف بريده_تغرق ,0
2785,الله اكبر يازعيم الهلال_التعاون,1
2786, نبارك لكم الفوز ي زعماا الهلال_هجر,1
2787, برشلونه من خيااال استمتعو بجنه كره القدم برشلونه_روما HD ,1
2788, هدف الفتح الثاني من تسلل واضح ومع ذلك يتعادل الهلال غصب عن التحكيم الهلال_الفتح ,0
2789, الهلال مع الحكم الاجنبي لعب 2 مباراه خسروها 8 مباريات مع الحكم المحلي فازوا ماذا يفتقد الهلال الهلال_الاهلي,2
2790,كنت اتمنى من حسين_عبدالغني ان يجمع الفريق بعد نهايه المباراه وامام الجمهور ليتعاهدوا على بذل الجهد والمواصله بهذا المستوى النصر_الاتحاد,2
2791, البطوله سلبت من التعاون الهلال_الاهلي ,0
2792,الحين بتشوفون فريق ابو صياح الحقيقي اصدقائي النصراويين تذكروا ان الصراخ على قدر الالم الهلال_التعاون الهلال كاس_ولي_العهد,0
2793, يقولون داعش صناعه غربيه ايرانيه صناعه قوى تريد تشويه الاسلام وعندما يتحرك العالم لضرب معاقله يصيحون يولولون ويعتبرونه ,0
2794, تعليق_الدراسه_في_القصيم 1_اجازه 2_بعدهاويكند 3_مطر 4_عندهم البيك ماشاا الله تبارك الله الله لايضرهم حيزت لهم الدنيا بحذافيرها ,1
2795, عاجل تعليم الدوادمي _يوجه بتعليق الدراسه غدا الاربعاا 13 2 بجميع مدارس التعليم العام تعليق_الدراسه,2
2796, ضربه الجزاا صحيحه للهلال الهدف الملغي تسلل صحيح جهاد الحسين لا يوجد له ضربه جزاا وين الظلم اللي تتكلمون عنه مادري هارد لك ,0
2797, انترنت_السعوديه_ضعيف والله لو تتكلموا من اليوم الا الف سنه قدام محد بيمكم كم مره نتكلم و محد يمك الله المستعان,0
2798, والمدينه طيب تعلقتوا باذانيكم ان شااالله تعليق_الدراسه_في_القصيم,2
2799, الهلال_الاهلي والله يا زوري ملك والله ملك وين الاعلام عنك وين جماهير الهلال عنك اقسم بالله ملك,1
2800, النصر_الاتحاد الف مبروووووووووك يالبييييييه هذا المستوى والنتيجه اذا حضر العالمي يغيب الجميع ,1
2801,روما سجل هدف خلاص مانبى الفوز عطوهم المباراه برشلونه_روما,2
2802, نقطه تميز الهلال في الشوط الاول عبدالله الزوري وسلمان الفرج ماقصرو والله جهه يسرى خطيره في الجهه اليمنى لايوجد الا درويش فقط ,1
2803,يا بعدددددددهم يا الهلال ,1
2804, انترنت_السعوديه_ضعيف حياتنا صارت كلها انترنت,0
2805, معاناه_اهالي_حجر مازالواهالي حجر يعانو ضعف الاتصالات وانعدام ,0
2806, لم تكن تسديده بالقدم بل بالقلب من اسد النصر عبدالعزيز_الجبرين النصر_الاتحاد ,2
2807, اعدام حفنه المنافقين الشيعه النمر وغيره من الحثالات هو خطوه حازمه كي يعلم من تسول له نفسه ان يعتدي علي بلادالحرمين الشريفين ي ,0
2808, مقتدى الصدر يدعو لاحتجاجات في الخليج بعد اعدام النمر ,0
2809, يجب ان يستمر التركيز في الشوط الثاني ويستمر لاعبي الوسط بالضغط على اطراف الهلال واتمنى ان يظهر تيسير بشكل افضل الهلال_الاهلي,1
2810, السلام عليكم الله يعافيك شريحه البيانات STC نت لا محدود 3 شهور بكم ,2
2811, قالك حزمه اصلاحات اقتصاديه وماشفنا من هالاصلاحات الا رفع اسعار الطاقه على المواطن الميزانيه_السعوديه السعوديه,0
2812,والله اني اعرف حظ الهلال,2
2813, السكن والاسكان رسوم_الاراضي_البيضاا اقرار_رسوم_الاراضي فرض_رسوم_على_الاراضي_البيضاا الاسكان_مشكله_فكر ,2
2814, العراقيين شعب مجنون الحشد الشعبي وداعش مجرد تنظيمين مدعومين من جهه واحده ليبقوا في قتال مستمر ماات السنين والضحيه الانسان العراقي,0
2815,هالحين التعليق يقولك لسلامه طلاب المدارس وتنقلات المعلمات مين قايلهم ان الجامعه عن باب الطلاب تعليق_الدراسه_في_القصيم,2
2816,حدثني عن الغباا التام احدثك عن دونيس عندك نهائي مقبل مفروض الميدا مايطقها الا شوط ثاني الهلال,0
2817,شكرا ل برشلونه على المتعه صراحه ما في احد يمتعك في كره القدم الاوروبيه غير برشلونه برشلونه_روما ,1
2818, تعليق_الدراسه للاسف هذا الوضع ,0
2819, السعوديه النصر يحقق معنى شعاره في مباراه قمه النصر_الاتحاد الاهلي_الرايد الرابط ,1
2820,استغرب من الي يعاتب سلمان الفرج سلمان هذا لعبه من بدايه الموسم عاتب دونيس قاعد يتعلم ع الهلال ,0
2821, اما سرعه عندكم والله سلحفاه عندكم نصابين ,0
2822, رسوم_الاراضي_البيضاا لن تستثني احدا مكه pic tw ,2
2823, بعدالاحباط في التيفوات قالوا الاعلام البيضاا والزرقاا فكره حلووه معذورين التيفو يبي رجال يالبقرديه ,1
2824, قاسم_يهاجم_الملك_عبدالله رجل ضعيف وسهل تعبي راسه ويبيع اقرب الناس مازلت اقول ان قضيه التجنيس استغلت لتوجيهه ,0
2825, النصر_الاتحاد الفريدي بططل ويستحقق المدح بس احس اكل الجو على الراهب والجبرين ,1
2826, قلتها وبعيدها نواف رجع بروح اول بقتال اول بمتعه مهاراه تسجيل هز شباك مثله مو في الدكه يا دونيس شكرا N الهلال_الاهلي h ,1
2827,دونيس ويش يخسر لو لعب بتشكيله الشوط الثاني من بدايه الشوط الاول نفس الاخطا في كل مباراه الهلال من يومه ما يلعب الابشكل هجومي مانعرف ندافع,0
2828, كلمه_لشركات_الاتصالات حراميه نصابين,0
2829,كل سنه اسمع فيها الميزانيه_السعوديه الميزانيه_العامه_للدوله,2
2830, الهلال_الفتح واضحه مشكله الهلال في العمق وخصوصا في ظل وجود ابن الكلب الفرج,0
2831, انترنت_السعوديه_ضعيف جدا ضعيف وخاصه لماتكون محتاجه ضروري,0
2832, النصر_الاتحاد الراهب والجبرين هما العلامه الفارقه مع النصررررر,1
2833,للاسف الشديد الفرج سيا في المحور وقد نخسر الدوري بسبب المهارات والفلسفه الزائده منه الهلال يحتاج لمحور دفاعي صلب الهلال_الفتح,0
2834, هداف ب الفطره ولد في منطقه ال 18 سواريز يجعلك تشعر بان المدافعين اغبياا برشلونه_روما ,0
2835,سبب خساره الهلال غير التحكيم طبعا هو شراحيلي والفرج,0
2836, لاتشرف قبيله عنزه بل تمثل نفسها قبيله عنزه في غنى عن هذا العار ليس ذنبها بل ذنب من رباها لماذا_يا_خوله_العنزي,0
2837, انت يا اياد وايران والصفويه وكل من يتشدد لنمر النمر تحت جزمه الوطن الوطن خط احمر و نمر طالب بالانفصال ,0
2838, لن ننساك يا اسطوره محمد_نور الهلال_التعاون ,1
2839, عاجل تعليق الدراسه غدا الاربعاا في جامعه_القصيم تعليق_الدراسه_في_القصيم,2
2840,بالتوفيق للزعيم الهلال_هجر ,1
